Unnamed: 0.1,Unnamed: 0,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
27.0,27.0,1897867044252528818,Fri Mar 07 04:28:58 +0000 2025,46277,May Allah accept all our Du'as in this Ramadan and make them khair for us... https://t.co/SjzxHjsuij,1897867044252528818,https://pbs.twimg.com/ext_tw_video_thumb/1897866998803038208/pu/img/la16zOI7_FfwYQML.jpg,,en,,249,260,6203,https://x.com/7signxx/status/1897867044252528818,372705607,7signxx
28.0,28.0,1898640527349981541,Sun Mar 09 07:42:31 +0000 2025,2283,Semoga Ramadan ini diakhiri dengan kabar gembira https://t.co/2z1BUtqmvb,1898640527349981541,https://pbs.twimg.com/media/GllTfpiagAAhuOK.jpg,,in,مكة,34,208,749,https://x.com/pevtrpn/status/1898640527349981541,896322446285979649,pevtrpn
29.0,29.0,1898840600679788561,Sun Mar 09 20:57:32 +0000 2025,80108,Having a normal sleeping schedule in Ramadan is harder than fasting ,1898840600679788561,,,en,40أ,2582,351,30599,https://x.com/batmana33/status/1898840600679788561,1239444208190197760,batmana33
30.0,30.0,1897723784016408792,Thu Mar 06 18:59:42 +0000 2025,872,Conference in Paris: #Ramadan A Month of Brotherhood and Tolerance vis-à-vis the Velayat-e Faqih and Fundamentalism No Religious Coercion No Compulsory Religion https://t.co/DmAvfLvCwr https://t.co/xVIXz65qgI,1897723784016408792,https://pbs.twimg.com/media/GlYRf1XW4AASV4E.jpg,,ro,"Auvers sur Oise, France",98,1,880,https://x.com/Maryam_Rajavi/status/1897723784016408792,56961858,Maryam_Rajavi
31.0,31.0,1899536976442978624,Tue Mar 11 19:04:41 +0000 2025,448,#Ramadan_day_12 https://t.co/5XUXhrpdVr,1899536976442978624,https://pbs.twimg.com/media/GlyC0BnbMAALLJA.jpg,,qme,,2,5,68,https://x.com/RoShZiMu/status/1899536976442978624,1272433334392516610,RoShZiMu
32.0,32.0,1899583356469178481,Tue Mar 11 22:08:59 +0000 2025,8,11 days of continuous siege since the beginning of Ramadan. All goods in the market have very high prices. Please do not ignore my message and appeal. Please help my family to provide food and daily necessities. Share donation https://t.co/3Y4M2N1OBX https://t.co/HK58PH6nKS,1899583356469178481,https://pbs.twimg.com/media/GlysT5kXsAAfxls.jpg,,en,Gaza,0,1,8,https://x.com/Ramadan_Hamed7/status/1899583356469178481,1329763754544926720,Ramadan_Hamed7
33.0,33.0,1897761606261784889,Thu Mar 06 21:30:00 +0000 2025,8411,Ya Allah please accept our fasting and prayers in this holy month of Ramadan https://t.co/gTOdiKoa8n,1897761606261784889,https://pbs.twimg.com/media/GlYBKu8WwAA4HI1.jpg,,en,,24,183,1216,https://x.com/AllahGreatQuran/status/1897761606261784889,102162231,AllahGreatQuran
34.0,34.0,1899550754505212332,Tue Mar 11 19:59:26 +0000 2025,293,#Ramadan_day_12 https://t.co/zoJhGXnMXM,1899550754505212332,https://pbs.twimg.com/media/GlyPV_VacAAOQDy.jpg,,qme,,0,3,45,https://x.com/RoShZiMu/status/1899550754505212332,1272433334392516610,RoShZiMu
35.0,35.0,1898964855287373897,Mon Mar 10 05:11:17 +0000 2025,667,#Ramadan_day_10 https://t.co/a2HgAaM5Zl,1898964855287373897,https://pbs.twimg.com/media/Glp6eKCbMAASPwb.jpg,,qme,,6,10,107,https://x.com/RoShZiMu/status/1898964855287373897,1272433334392516610,RoShZiMu
36.0,36.0,1899593230645067780,Tue Mar 11 22:48:13 +0000 2025,218,I invite all Muslims to skip Ramadan and come to Christ.,1899593230645067780,,,en,,3,25,42,https://x.com/GodlyAction/status/1899593230645067780,1223647273369907200,GodlyAction
37.0,37.0,1899639227257921699,Wed Mar 12 01:51:00 +0000 2025,35,Asalaamoalykum Ramadan Mubarak remember me in your prayers jazakallah khair https://t.co/iqiL3bKNK6,1899639227257921699,https://pbs.twimg.com/media/Glzfz18asAAvKJw.jpg,,in,"Islamabad, Pakistan",0,32,8,https://x.com/k_6340/status/1899639227257921699,1622657329710727169,k_6340
38.0,38.0,1899613294043779157,Wed Mar 12 00:07:57 +0000 2025,515,#Ramadan Day 12 https://t.co/iGCnENoLxM,1899613294043779157,https://pbs.twimg.com/media/GlzIOGDWwAAO0rV.jpg,,und,Nigeria,2,8,151,https://x.com/islamicstrength/status/1899613294043779157,398035338,islamicstrength
39.0,39.0,1899605717562118145,Tue Mar 11 23:37:50 +0000 2025,80,السلام علیکم سحر بخیر آپ کے رازدار جتنے کم ہوں گے دھوکے بھی اتنے ہی کم ملیں گے کیونکہ آپ کی کمزوریاں ہی آپ کے مخالفین کو طاقتور بناتی ہیں لہذا ہمیشہ رازداری کو مقدم رکھیں #Ramadan2025 #Ramadan https://t.co/FG2I0gcKTU,1899605717562118145,https://pbs.twimg.com/media/GlzBVOXWIAASSsE.jpg,,ur,"Here and there, but Nowhere!♟",0,69,17,https://x.com/ManalNoor9/status/1899605717562118145,921693121251078145,ManalNoor9
40.0,40.0,1898449537209077987,Sat Mar 08 19:03:35 +0000 2025,138510,In Spain a restaurateur was threatened for staying open during the day during Ramadan. So not only did he remain open but he also put ham on all the tables as a big middle finger! https://t.co/3sXtZNvAel,1898449537209077987,https://pbs.twimg.com/amplify_video_thumb/1897993956631166977/img/I0ZVBeH6Qjysy0hZ.jpg,,en,,574,2674,12999,https://x.com/realMaalouf/status/1898449537209077987,1316995857242378240,realMaalouf
41.0,41.0,1899185323760136543,Mon Mar 10 19:47:20 +0000 2025,1300,#Ramadan_day_11 https://t.co/FLwmVGhFY3,1899185323760136543,https://pbs.twimg.com/media/GltC_LWagAAbUE0.jpg,,qme,,1,6,190,https://x.com/RoShZiMu/status/1899185323760136543,1272433334392516610,RoShZiMu
42.0,42.0,1897727840000340281,Thu Mar 06 19:15:49 +0000 2025,813,مؤتمر «#رمضان شهر الأخوة والتسامح في مواجهة ولاية الفقيه والتطرف» لا إكراه في الدين ولا للدين القسري https://t.co/w0fkmTqiUs https://t.co/FQO7IPUbKF,1897727840000340281,https://pbs.twimg.com/media/GlYTasYXwAAyswx.jpg,,ar,"Auvers sur Oise, France",102,1,802,https://x.com/Maryam_Rajavi_A/status/1897727840000340281,2222739606,Maryam_Rajavi_A
43.0,43.0,1899131068646887625,Mon Mar 10 16:11:45 +0000 2025,1149,#Ramadan_day_11 https://t.co/2Yhr0S0o2X,1899131068646887625,https://pbs.twimg.com/media/GlsRMIsaoAA7uLg.jpg,,qme,,5,16,160,https://x.com/RoShZiMu/status/1899131068646887625,1272433334392516610,RoShZiMu
44.0,44.0,1898868668601155701,Sun Mar 09 22:49:04 +0000 2025,1545,#Ramadan_day_10 https://t.co/CfaoU5zQdB,1898868668601155701,https://pbs.twimg.com/media/Gloi_YMboAAEso-.jpg,,qme,,1,29,230,https://x.com/RoShZiMu/status/1898868668601155701,1272433334392516610,RoShZiMu
45.0,45.0,1898743075976962456,Sun Mar 09 14:30:00 +0000 2025,1265,Magomed Ankalev won the UFC Championship while fasting during Ramadan. Ma Sha Allah https://t.co/F7TfqhIJbW,1898743075976962456,https://pbs.twimg.com/ext_tw_video_thumb/1898740136063406080/pu/img/cvbnZHJYS9m3kqfj.jpg,,en,,3,29,152,https://x.com/AllahGreatQuran/status/1898743075976962456,102162231,AllahGreatQuran
46.0,46.0,1899539238515036385,Tue Mar 11 19:13:40 +0000 2025,11234, Bir Ramazan akşamı İTÜ'lü kardeşlerimle iftar sofrasında buluştuk. Kardeşliğimiz daim olsun. On a Ramadan evening we gathered around the same table with brothers and sisters from ITU. May our solidarity be everlasting. İstanbul Teknik Üniversitesi / Istanbul https://t.co/qB1DVqfdHz,1899539238515036385,https://pbs.twimg.com/media/GlyE3Z4WQAA7ft6.jpg,,tr,İSTANBUL,45,95,1138,https://x.com/Selcuk/status/1899539238515036385,2271763025,Selcuk
47.0,47.0,1897690341408719225,Thu Mar 06 16:46:49 +0000 2025,2056,#Ramadan_day_7 #Jummah https://t.co/bcGXkYK5o4,1897690341408719225,https://pbs.twimg.com/media/GlXzTnKbwAUHe3s.jpg,,qme,,8,30,339,https://x.com/RoShZiMu/status/1897690341408719225,1272433334392516610,RoShZiMu
48.0,48.0,1898221595694379305,Sat Mar 08 03:57:50 +0000 2025,4184,Having a little snack to celebrate Ramadan with the UK 🇬🇧 as Islam is now pretty much their official religion. https://t.co/xpuZcvTbNg,1898221595694379305,https://pbs.twimg.com/media/GlfWeQ6WUAAOjwW.jpg,,en,"Montana, USA",23,182,385,https://x.com/LuckyMcGee/status/1898221595694379305,17069213,LuckyMcGee
49.0,49.0,1897806202916290805,Fri Mar 07 00:27:12 +0000 2025,247,Ramadan is about Breaking bad habits Not putting them on PAUSE,1897806202916290805,,,en,دنيا ,0,192,9,https://x.com/Tweetby_Rim/status/1897806202916290805,1498301147794513923,Tweetby_Rim
50.0,50.0,1899584982550712637,Tue Mar 11 22:15:27 +0000 2025,198,#Ramadan_day_12 https://t.co/bZ7VclBE3x,1899584982550712637,https://pbs.twimg.com/media/GlyueYSbwAIxgmJ.jpg,,qme,,0,2,25,https://x.com/RoShZiMu/status/1899584982550712637,1272433334392516610,RoShZiMu
51.0,51.0,1899351796734128157,Tue Mar 11 06:48:51 +0000 2025,548,#Ramadan_day_11 https://t.co/hpdONlynQI,1899351796734128157,https://pbs.twimg.com/media/GlvaZK9awAA0wn_.jpg,,qme,,1,8,79,https://x.com/RoShZiMu/status/1899351796734128157,1272433334392516610,RoShZiMu
52.0,52.0,1897740705528975865,Thu Mar 06 20:06:57 +0000 2025,1889,#Ramadan_day_7 #Jummah https://t.co/jG2tvlDVMm,1897740705528975865,https://pbs.twimg.com/media/GlYhHTbbYAAqnqY.jpg,,qme,,8,39,274,https://x.com/RoShZiMu/status/1897740705528975865,1272433334392516610,RoShZiMu
53.0,53.0,1898764376741671144,Sun Mar 09 15:54:39 +0000 2025,2035,#Ramadan_day_10 https://t.co/cPKdmzcM3D,1898764376741671144,https://pbs.twimg.com/media/GlnEI0DbIAAyABh.jpg,,qme,,8,26,274,https://x.com/RoShZiMu/status/1898764376741671144,1272433334392516610,RoShZiMu
54.0,54.0,1898753869217202513,Sun Mar 09 15:12:54 +0000 2025,10678,Meet Lala. It s Ramadan so she s fasting today but working hard caring for my dad. A few weeks ago she jumped out of a plane to raise money for his Jewish care home. Real love knows no race colour or creed. @Jewish_Care https://t.co/93JgeIbcGI,1898753869217202513,https://pbs.twimg.com/media/Glm6lA3XIAAj1e1.jpg,,en,"Islington, London",72,231,521,https://x.com/RobbieRinder/status/1898753869217202513,1165750201,RobbieRinder
55.0,55.0,1899458687665869143,Tue Mar 11 13:53:36 +0000 2025,295,#Ramadan_day_11 https://t.co/9cOfoC7Qoq,1899458687665869143,https://pbs.twimg.com/media/Glw7nAoa4AAwVv_.jpg,,qme,,1,11,39,https://x.com/RoShZiMu/status/1899458687665869143,1272433334392516610,RoShZiMu
56.0,56.0,1899092159153737958,Mon Mar 10 13:37:08 +0000 2025,5223,it's Ramadan and &lt;3 https://t.co/HQqAE2u7U9,1899092159153737958,https://pbs.twimg.com/media/GlruQPLWcAEFTOk.jpg,,en,Luna ,17,6,582,https://x.com/yumnah_elkhabir/status/1899092159153737958,1221764706144223233,yumnah_elkhabir
57.0,57.0,1899592861336629419,Tue Mar 11 22:46:45 +0000 2025,228,Aujourd hui c était mon premier jour de Ramadan dans un pays musulman et qui plus est à Médine. J ai même pas assez de mots pour décrire le bonheur que je ressens Toute la ville est décorée il fait beau des milliers de personnes priaient Taraweeh à côté de moi je fais de https://t.co/8L4puTKbjP,1899592861336629419,https://pbs.twimg.com/media/Gly1oNqXQAAoG7X.jpg,,fr,,3,4,12,https://x.com/JusteZain/status/1899592861336629419,1675289649047060480,JusteZain
58.0,58.0,1899393340635840625,Tue Mar 11 09:33:56 +0000 2025,355,#Ramadan_day_11 https://t.co/5luYmItB0O,1899393340635840625,https://pbs.twimg.com/media/GlwALHWa0AAPYva.jpg,,qme,,3,19,64,https://x.com/RoShZiMu/status/1899393340635840625,1272433334392516610,RoShZiMu
59.0,59.0,1897806034527252801,Fri Mar 07 00:26:32 +0000 2025,27110,Ramadan sleep schedule? Extremely cooked. I am simultaneously awake and asleep the entire time.,1897806034527252801,,,en,,414,45,10110,https://x.com/dondawastaken/status/1897806034527252801,1153380562255732737,dondawastaken
60.0,60.0,1898090111650443461,Fri Mar 07 19:15:22 +0000 2025,5492,JUST IN: The Tate brothers are feeding hundreds of orphans during Ramadan ️ https://t.co/Q7JfYTZxU2,1898090111650443461,https://pbs.twimg.com/amplify_video_thumb/1898090050665009152/img/BmGvC5X8hjP1xVu-.jpg,,en,,21,214,444,https://x.com/tateupdatesx/status/1898090111650443461,1809888066477391872,tateupdatesx
61.0,61.0,1898780314962383282,Sun Mar 09 16:57:59 +0000 2025,2884,« Le Ramadan est un mois où Allah exauce les invocations. » https://t.co/zrBpzoxhbW,1898780314962383282,https://pbs.twimg.com/media/GlnSoiuWUAAaaxl.jpg,,fr,,2,2,479,https://x.com/moussa_tawhid/status/1898780314962383282,1803851872328994816,moussa_tawhid
62.0,62.0,1897968348056441179,Fri Mar 07 11:11:31 +0000 2025,1054, BASTA CON L'ESTREMISMO ISLAMICO Assurdità incredibili per il #Ramadan: a #Cremona due ragazze picchiano coetanea italiana perché mangia un panino e l'autista che interviene. A Piacenza bambino di 7 anni costretto a digiunare a scuola. #islam https://t.co/V4J7gLOYXy,1897968348056441179,https://pbs.twimg.com/amplify_video_thumb/1897968211032743936/img/r42IGwCcVOCfHXUX.jpg,,it,,6,123,204,https://x.com/SardoneSilvia/status/1897968348056441179,600365935,SardoneSilvia
63.0,63.0,1898193248834728042,Sat Mar 08 02:05:11 +0000 2025,2192,Over 90 000 Muslims performed the first Jummah prayers of Ramaḍān in Masjid al-ʾAqṣā https://t.co/msvEeGUQ5X,1898193248834728042,https://pbs.twimg.com/media/Gle8rDkWwAASHsO.jpg,,et,مسجد,3,8,239,https://x.com/Alhamdhulillaah/status/1898193248834728042,176462613,Alhamdhulillaah
64.0,64.0,1899238315007922533,Mon Mar 10 23:17:55 +0000 2025,377,#Ramadan_day_11 https://t.co/HHvUFkWsPX,1899238315007922533,https://pbs.twimg.com/media/GltzLoqWMAAJNTV.jpg,,qme,,0,10,73,https://x.com/RoShZiMu/status/1899238315007922533,1272433334392516610,RoShZiMu
65.0,65.0,1898775608932368547,Sun Mar 09 16:39:17 +0000 2025,1999,VIDEO: Seyi Tinubu Arrives in sokoto State to continue the RHYE Ramadan Feeding Program️🇳🇬 https://t.co/IFHNSiDwtW,1898775608932368547,https://pbs.twimg.com/ext_tw_video_thumb/1898775491667992576/pu/img/I5fD_ix3VaJu2na3.jpg,,en,"Lagos, Nigeria",38,164,217,https://x.com/abdullahayofel/status/1898775608932368547,1628297794149666817,abdullahayofel
66.0,66.0,1898264081192435964,Sat Mar 08 06:46:39 +0000 2025,1330,#Ramadan_day_8 https://t.co/e8E5jaZ4en,1898264081192435964,https://pbs.twimg.com/media/Glf9HzgbwAEOK1e.jpg,,qme,,3,18,157,https://x.com/RoShZiMu/status/1898264081192435964,1272433334392516610,RoShZiMu
67.0,67.0,1899557871580246434,Tue Mar 11 20:27:43 +0000 2025,665, Gone is the thirst quenched are the veins and assured is the reward if Allah wills. May Allah make us among the major beneficiaries of the month of Ramadan. #Ramadan https://t.co/ntRcZftU9n,1899557871580246434,https://pbs.twimg.com/media/GlyVmEIWQAAJK9N.jpg,,en,"Gombe, Nigeria",7,30,106,https://x.com/ProfIsaPantami/status/1899557871580246434,2748555327,ProfIsaPantami
68.0,68.0,1899572288904687838,Tue Mar 11 21:25:00 +0000 2025,1491,Alhumdulillah Ramadan day 12 https://t.co/MxHVyDrffN,1899572288904687838,https://pbs.twimg.com/media/GlxqcZUXQAAjJ7W.jpg,,in,,2,10,158,https://x.com/AllahGreatQuran/status/1899572288904687838,102162231,AllahGreatQuran
